,G1,G2,G3,G4,G5,G6,P2,P4a,P5a,C1a,C1b,C1c,C1d
01,0.8913425968171597,3.252653750397885e-06,4.147133531757304e-05,1.1384288126392599e-05,1.6263268751989426e-05,7.318470938395242e-07,3.8056048879655257e-05,1.6263268751989426e-06,4.0658171879973575e-06,7.83076390408291e-06,6.749256532075612e-07,-6.505307500795771e-07,-3.5372609535577e-06
02,0.05543579103146876,-3.252653750397885e-06,2.4394903127984142e-06,6.50530750079577e-06,-5.854776750716194e-05,4.878980625596827e-07,2.358173969038467e-06,1.2197451563992067e-05,6.50530750079577e-06,-4.065817187997357e-07,-2.1467514752626045e-06,-3.740551812957568e-07,6.667940188315666e-07
03,0.3925782312408352,1.6263268751989426e-06,1.788959562718837e-05,1.6263268751989426e-06,5.122929656876669e-05,7.318470938395242e-07,1.675116681454911e-05,3.252653750397885e-06,6.50530750079577e-06,-2.593991365942313e-06,1.1465604470152546e-06,-2.4964117534303767e-06,5.651485891316326e-06
04,0.003820241829842316,-6.50530750079577e-06,0.0,8.131634375994713e-07,-6.993205563355453e-05,1.2197451563992071e-06,1.6263268751989427e-07,4.0658171879973575e-06,3.252653750397885e-06,-5.9848829007321095e-06,-6.83057287583556e-07,-4.643163228692981e-06,6.3345431788998825e-06
05,0.05310038563868308,-1.2197451563992067e-05,2.4394903127984142e-06,1.0571124688793127e-05,-6.586623844555716e-05,5.692144063196297e-07,2.2768576252785198e-06,2.4394903127984142e-06,3.252653750397885e-06,-6.188173760131978e-06,-1.4067727470470857e-06,-5.082271484996697e-06,5.4238001287884734e-06
06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07,0.14098871630130913,8.131634375994713e-07,6.50530750079577e-06,9.757961251193657e-06,-4.5537152505570395e-05,2.1142249377586253e-06,6.0174094382360875e-06,1.6263268751989426e-06,3.252653750397885e-06,9.400169338649887e-06,-2.756624053462208e-06,5.887303288220172e-06,-8.286135429138612e-06
08,0.014429585200202618,-1.870275906478784e-05,0.0,7.318470938395242e-06,-7.481103625915136e-05,1.5450105314389954e-06,6.505307500795771e-07,6.50530750079577e-06,1.1384288126392599e-05,-4.765137744332902e-06,-4.781401013084891e-06,-3.0330996222460283e-06,2.317515797158493e-06
09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.001656413922390123,-1.3823778439191013e-05,0.0,3.252653750397885e-06,-7.969001688474819e-05,5.692144063196297e-07,8.131634375994713e-08,1.1384288126392599e-05,6.50530750079577e-06,-3.0981526972539863e-06,-2.0166453252466893e-06,-1.3417196720391276e-06,-2.634649537822287e-06
11,0.004870035827783234,-1.4636941876790484e-05,0.0,5.6921440631962986e-06,-7.806369000954924e-05,3.2526537503978853e-07,2.4394903127984136e-07,7.318470938395242e-06,5.6921440631962986e-06,5.919829825724152e-06,-1.1221655438872705e-06,-2.715965881582234e-06,-1.1148470729488753e-05
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.015598914223470659,-3.252653750397885e-06,0.0,3.252653750397885e-06,-6.830572875835559e-05,1.3010615001591541e-06,6.505307500795771e-07,6.50530750079577e-06,7.318470938395242e-06,5.545774644428395e-06,-2.7403607847102186e-06,1.6751166814549108e-06,-7.375392379027205e-06
14,0.15851645419876573,-3.740551812957568e-05,7.318470938395242e-06,9.757961251193657e-06,-4.147133531757304e-05,1.5450105314389954e-06,6.749256532075612e-06,3.252653750397885e-06,5.6921440631962986e-06,-1.364488248291913e-05,1.5206156283110115e-06,-3.496602781677727e-07,-1.1465604470152546e-06
