,G1,G2,G3,G4,G5,G6,P2,P4a,P5a,C1a,C1b,C1c,C1d
01,0.10974353007895823,1.5748797973553126e-05,1.1811598480164841e-05,1.7717397720247266e-05,-7.874398986776561e-05,1.7717397720247261e-06,4.980557359136175e-05,1.1811598480164841e-05,3.9371994933882815e-06,2.8938416276403857e-05,8.071258961445975e-07,-2.1280563261763653e-05,1.0472950652412827e-05
02,0.04806533141528413,-5.5120792907435924e-05,3.9371994933882815e-06,3.1497595947106245e-05,-0.0001555193799888371,2.9528996200412107e-06,2.185145718830496e-05,5.9057992400824214e-06,1.9685997466941403e-06,-8.051572963979033e-06,-9.449278784131873e-06,-2.1693969208569427e-05,1.011860269800788e-05
03,0.0081972493452344,-5.315219316074179e-05,0.0,5.9057992400824214e-06,-0.00015945657948222537,9.842998733470702e-07,3.740339518718866e-06,1.9685997466941403e-06,1.9685997466941403e-06,-1.4154232178730869e-05,8.464978910784803e-07,-7.146017080499728e-06,-8.090944958912917e-06
04,0.031223960582315764,-3.3466195693800385e-05,1.9685997466941403e-06,1.9685997466941406e-05,-0.00015748797973553122,1.3780198226858982e-06,1.4173918176197809e-05,7.874398986776561e-06,1.9685997466941403e-06,-2.045375136815212e-05,-5.512079290743593e-06,-1.0807612609350833e-05,1.5807855965953946e-05
05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06,0.04077954375276912,-1.3780198226858985e-05,3.9371994933882815e-06,3.9371994933882815e-06,-4.921499366735351e-05,3.149759594710625e-06,1.8504837618924922e-05,7.874398986776561e-06,1.9685997466941403e-06,-1.0846984604284712e-05,-1.5079474059677114e-05,1.1398192533359073e-05,9.055558834793045e-07
07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09,0.017538255143298098,-1.9685997466941406e-05,0.0,3.9371994933882815e-06,-0.00012205318429503669,2.1654597213635543e-06,7.874398986776561e-06,1.9685997466941403e-06,1.9685997466941403e-06,-1.4449522140734991e-05,-7.2838190627683185e-06,7.185389075433612e-06,9.842998733470702e-07
10,0.08925434391536563,-1.3780198226858985e-05,9.8429987334707e-06,7.874398986776561e-06,-2.9528996200412102e-05,5.7089392654130075e-06,4.055315478189929e-05,3.9371994933882815e-06,3.9371994933882815e-06,1.6339377897561363e-06,-5.669567270479123e-06,-1.3918000209127572e-05,5.4727072958097085e-06
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.8484940512216282,5.9057992400824214e-06,9.449278784131873e-05,7.874398986776561e-06,0.00014961358074875466,2.5591796707023827e-06,0.00038505811045337385,1.7717397720247266e-05,3.9371994933882815e-06,3.9371994933882804e-08,7.874398986776562e-08,6.102659214751835e-07,1.2795898353511914e-06
13,0.045787661508359015,2.9528996200412102e-05,3.9371994933882815e-06,1.1811598480164841e-05,-0.00011024158581487185,1.1811598480164842e-06,2.086715731495789e-05,1.9685997466941403e-06,1.9685997466941403e-06,2.732416448411467e-05,-7.480679037437733e-07,-8.268118936115389e-07,5.19710333127253e-06
14,0.5026209187262012,0.00014961358074875466,5.5120792907435924e-05,2.3623196960329682e-05,3.937199493388281e-05,1.3780198226858982e-06,0.00022816071064185088,1.9685997466941403e-06,1.9685997466941403e-06,0.0003849203084711052,6.988529100764197e-06,0.00015859039559367995,0.00017981190086304282
