,G1,G2,G3,G4,G5,G6,P2,P4a,P5a,C1a,C1b,C1c,C1d
01,0.3316845638668321,-3.2516500550642823e-05,4.471018825713389e-05,2.0322812844151765e-05,-1.6258250275321412e-05,1.6258250275321413e-06,4.349081948648477e-05,8.129125137660706e-06,4.471018825713389e-05,-1.3534993354205075e-05,1.0852382058777043e-05,-1.654276965513954e-05,-1.8290531559736586e-06
02,0.4514265771445744,2.438737541298212e-05,6.0968438532455286e-05,3.2516500550642823e-05,-5.283931339479459e-05,1.219368770649106e-05,5.9342613504923156e-05,4.064562568830353e-05,2.0322812844151765e-05,-3.820688814700532e-06,1.2193687706491062e-07,1.2396915834932574e-05,1.7274390917529e-05
03,0.006848787928479145,-6.0968438532455286e-05,0.0,4.064562568830353e-06,-0.00034142325578174966,1.2193687706491058e-06,8.129125137660706e-07,2.438737541298212e-05,1.6258250275321412e-05,-3.8532053152511746e-05,1.784342967716525e-05,0.00047722029120637167,-0.0004958359877716146
04,0.07934839046870615,-1.219368770649106e-05,8.129125137660706e-06,2.0322812844151765e-05,-0.0002682611295428033,1.2193687706491058e-06,1.056786267895892e-05,1.6258250275321412e-05,2.438737541298212e-05,1.3616284605581682e-05,2.3005424139579802e-05,-2.5606744183631224e-05,-2.223315725150203e-05
05,0.3726350317477979,8.129125137660706e-06,4.877475082596424e-05,7.316212623894635e-05,-0.00022355094128566943,2.438737541298212e-06,4.918120708284727e-05,1.6258250275321412e-05,2.438737541298212e-05,3.841011627544683e-05,-4.227145071583567e-06,-2.548480730656631e-05,5.934261350492317e-06
06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07,0.31356880849755525,-8.535581394543742e-05,4.064562568830353e-05,4.064562568830353e-05,-0.00016258250275321412,5.690387596362494e-06,4.105208194518656e-05,1.219368770649106e-05,1.219368770649106e-05,-3.79630143928755e-05,-9.91753266794606e-06,-1.1421420818413291e-05,1.4307260242282846e-05
08,0.13090736665431918,3.2516500550642823e-05,1.6258250275321412e-05,4.471018825713389e-05,-0.000288583942386955,1.6258250275321413e-06,1.7071162789087484e-05,5.690387596362495e-05,2.8451937981812476e-05,7.405633000408902e-05,1.991635658726873e-06,-4.389727574336782e-06,-2.812677297630604e-05
09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.21154828801991335,-3.6581063119473184e-05,2.8451937981812476e-05,4.064562568830353e-05,-0.00022355094128566943,1.2193687706491058e-06,2.7639025468046398e-05,1.6258250275321412e-05,2.438737541298212e-05,-4.1092727570874864e-05,-3.706881062773282e-05,-2.154218161480087e-05,7.076403432333645e-05
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.4808824620808879,1.6258250275321412e-05,6.503300110128565e-05,1.219368770649106e-05,0.00010974318935841954,1.6258250275321413e-06,6.34071760737535e-05,1.6258250275321412e-05,2.0322812844151765e-05,-4.0645625688303534e-08,2.081056035241141e-05,1.7274390917529e-05,-2.109507973222953e-05
14,0.38669841823595097,-6.503300110128565e-05,5.283931339479459e-05,5.690387596362495e-05,-0.0001747761904597052,4.471018825713389e-06,5.080703211037942e-05,4.064562568830353e-06,1.219368770649106e-05,-3.0971966774487294e-05,8.007188260595796e-06,-3.967013067178424e-05,5.946455038198807e-05
