,G1,G2,G3,G4,G5,G6,P2,P4a,P5a,C1a,C1b,C1c,C1d
01,0.09144208846636064,-3.4384911871132467e-06,1.604629220652849e-06,9.169309832301992e-07,9.398542578109544e-06,2.292327458075498e-07,5.501585899381195e-06,9.169309832301992e-07,1.8338619664603984e-06,-8.160685750748773e-07,-4.5158850924087317e-07,6.07466776390007e-07,-1.4418739711294883e-06
02,0.03198644965174808,-5.501585899381195e-06,4.584654916150996e-07,1.3753964748452988e-06,-7.335447865841594e-06,1.8338619664603983e-07,1.925555064783418e-06,1.3753964748452988e-06,1.3753964748452988e-06,-3.000656642620827e-06,-1.0177933913855214e-06,-1.822400329170021e-06,2.764546914439051e-06
03,0.021827312823049085,-4.584654916150996e-07,2.292327458075498e-07,4.584654916150996e-07,-1.604629220652849e-06,2.521560203883048e-07,1.306626651103034e-06,2.292327458075498e-07,2.292327458075498e-07,-2.3794359014823668e-06,-2.617837957122219e-06,-1.3272575982257134e-06,5.96234371845437e-06
04,0.0005487831934632742,-1.8338619664603984e-06,0.0,2.292327458075498e-07,-2.131864536010213e-05,2.750792949690598e-07,2.2923274580754982e-08,9.169309832301992e-07,4.584654916150996e-07,-3.5072610108555124e-07,-1.5404440518267348e-06,1.205764242947712e-06,-5.799588468931009e-07
05,0.005543077026372361,-1.0086240815532193e-05,0.0,4.126189424535897e-06,-2.131864536010213e-05,2.9800256954981475e-07,3.438491187113247e-07,9.169309832301992e-07,6.876982374226494e-07,-4.142235716742425e-06,-4.92850403486232e-07,-3.1290269802730547e-06,3.6539699681723432e-06
06,0.0021983420322944027,4.8138876619585455e-06,0.0,0.0,-8.252378849071792e-06,1.6046292206528486e-07,1.375396474845299e-07,4.584654916150996e-07,6.876982374226494e-07,6.409347572779092e-06,-9.421465852690298e-07,-8.802537439009913e-07,-3.186335166724942e-07
07,0.9935864134282438,-2.292327458075498e-06,1.8567852410411533e-05,2.750792949690597e-06,1.8109386918796436e-05,2.521560203883048e-07,5.9875593204932006e-05,4.584654916150996e-07,9.169309832301992e-07,-2.200634359752478e-06,-7.86268318119896e-07,-2.8516553578459194e-06,4.710732926345149e-06
08,0.007695801742251062,-6.1892841368038455e-06,0.0,3.8969566787283474e-06,-2.0630947122679486e-05,2.750792949690598e-07,4.584654916150996e-07,4.126189424535897e-06,6.876982374226494e-07,-2.113525916345609e-06,-9.994547717209172e-07,-6.097591038480826e-07,4.974350584023829e-07
09,0.0005554309430916932,-6.876982374226493e-06,0.0,1.146163729037749e-06,-2.223557634333233e-05,2.521560203883048e-07,2.2923274580754982e-08,2.5215602038830482e-06,9.169309832301992e-07,-2.3542202994435364e-06,-5.432816075638932e-07,-4.355422170343446e-08,-5.570355723123459e-07
10,0.00254379578022638,-7.335447865841594e-06,0.0,1.3753964748452988e-06,-2.086017986848703e-05,1.6046292206528486e-07,1.6046292206528486e-07,2.292327458075498e-07,4.584654916150996e-07,-3.2436433531768293e-06,-8.068992652425753e-07,-8.275302123652547e-07,1.201179588031561e-06
11,0.002632967318345517,-8.252378849071792e-06,0.0,1.604629220652849e-06,-2.1089412614294586e-05,9.169309832301992e-08,1.6046292206528486e-07,2.292327458075498e-06,6.876982374226494e-07,-2.3312970248627816e-06,-1.3753964748452988e-06,1.187425623283108e-06,-1.3180882883934114e-06
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.00148382356361227,-1.146163729037749e-05,0.0,1.146163729037749e-06,-2.154787810590968e-05,1.6046292206528486e-07,9.169309832301992e-08,1.146163729037749e-06,6.876982374226494e-07,-4.318744931014238e-06,-1.4533356084198657e-06,-2.2396039265397613e-06,3.7066934997080813e-06
14,0.053045374310850255,-2.292327458075498e-06,9.169309832301992e-07,1.8338619664603984e-06,-4.355422170343446e-06,4.5846549161509965e-08,3.1863351667249422e-06,9.169309832301992e-07,2.0630947122679484e-06,-1.6092138755689997e-06,3.4522451518617003e-06,-2.8562400127620706e-06,2.3633896092758384e-06
