,G1,G2,G3,G4,G5,G6,P2,P4a,P5a,C1a,C1b,C1c,C1d
01,0.9858680388264962,1.5053070950307474e-05,3.831690787350993e-05,6.8423049774124875e-06,7.800227674250236e-05,1.094768796385998e-06,5.2822594425624395e-05,4.105382986447492e-06,8.210765972894984e-06,2.6274451113263948e-05,-5.47384398192999e-08,-3.0106141900614944e-07,-8.470773562036659e-06
02,0.04055434160112381,1.9158453936754964e-05,1.3684609954824977e-06,1.094768796385998e-05,-0.00011084534063408227,1.094768796385998e-06,2.189537592771996e-06,5.47384398192999e-06,6.8423049774124875e-06,3.147460289609744e-06,-3.831690787350993e-07,5.884382280574737e-06,1.2220356689658702e-05
03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04,0.006845041899403452,-6.8423049774124875e-06,0.0,2.736921990964995e-06,-0.00011905610660697727,9.57922696837748e-07,4.105382986447492e-07,5.47384398192999e-06,2.736921990964995e-06,-8.36129668239806e-06,-2.55902206155227e-06,4.433813625363292e-06,1.3547763855276724e-06
05,0.03421015642606695,3.831690787350993e-05,0.0,2.3263836923202454e-05,-0.00012452995058890727,4.105382986447492e-07,1.7789992941272464e-06,2.736921990964995e-06,2.736921990964995e-06,4.019169943732095e-05,2.175852982817171e-06,5.47384398192999e-07,1.0523465055260403e-05
06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07,0.14749135763210808,0.00016695224144886467,5.47384398192999e-06,1.642153194578997e-05,-8.073919873346735e-05,3.5579985882544928e-06,7.937073773798484e-06,1.3684609954824977e-06,1.3684609954824977e-06,0.0001840580038923959,2.3811221321395455e-06,7.280212495966887e-06,0.0005815138154203325
08,0.038507123951882,4.379075185543992e-05,1.3684609954824977e-06,1.642153194578997e-05,-0.00011905610660697727,1.094768796385998e-06,2.052691493223746e-06,1.9158453936754964e-05,5.47384398192999e-06,0.00011252854765852575,7.252843276057236e-07,2.72323738101017e-06,-5.027725697402696e-05
09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.038459227817040115,6.979151076960736e-05,1.3684609954824977e-06,9.579226968377482e-06,-0.0001094768796385998,1.2316148959342476e-06,2.052691493223746e-06,9.579226968377482e-06,4.105382986447492e-06,0.00013501236181430318,1.7242608543079467e-06,7.4717970353344346e-06,-2.8860842394725873e-05
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.01559087612153209,2.600075891416745e-05,0.0,4.105382986447492e-06,-0.00011358226262504729,1.6421531945789967e-06,8.210765972894984e-07,5.47384398192999e-06,1.094768796385998e-05,3.818006177396168e-05,2.6821835511456952e-06,1.984268443449621e-06,-1.345197158559295e-05
14,0.015571717667595337,6.431766678767737e-05,0.0,2.736921990964995e-05,-0.00013137225556631975,8.210765972894984e-07,8.210765972894984e-07,1.3684609954824977e-06,1.3684609954824973e-05,0.0006308605189174313,1.736577003267289e-05,6.2470244443776e-05,-0.0004772097183446565
